timestamp,sensor,value_raw,value_type,value_numeric,value_state,activity,activity_phase,source_file
2008-03-04T14:46:57.497465,M17,ON,state,,ON,t5,,p06.t5.csv
2008-03-04T14:46:59.471223,M17,OFF,state,,OFF,t5,,p06.t5.csv
2008-03-04T14:46:59.937082,M17,ON,state,,ON,t5,,p06.t5.csv
2008-03-04T14:47:01.687740,M17,OFF,state,,OFF,t5,,p06.t5.csv
2008-03-04T14:47:03.835998,M17,ON,state,,ON,t5,,p06.t5.csv
2008-03-04T14:47:07.482984,M17,OFF,state,,OFF,t5,,p06.t5.csv
2008-03-04T14:47:08.730657,M17,ON,state,,ON,t5,,p06.t5.csv
2008-03-04T14:47:15.236889,M17,ON,state,,ON,t5,,p06.t5.csv
2008-03-04T14:47:15.362915,M18,ON,state,,ON,t5,,p06.t5.csv
2008-03-04T14:47:18.735931,M17,ON,state,,ON,t5,,p06.t5.csv
2008-03-04T14:47:23.682570,M18,OFF,state,,OFF,t5,,p06.t5.csv
2008-03-04T14:47:25.676043,M17,OFF,state,,OFF,t5,,p06.t5.csv
2008-03-04T14:47:28.243345,D01,OPEN,state,,OPEN,t5,,p06.t5.csv
2008-03-04T14:47:43.152877,I06,ABSENT,state,,ABSENT,t5,,p06.t5.csv
2008-03-04T14:47:47.618722,I01,PRESENT,state,,PRESENT,t5,,p06.t5.csv
2008-03-04T14:47:52.462058,I05,PRESENT,state,,PRESENT,t5,,p06.t5.csv
2008-03-04T14:47:52.713091,I05,ABSENT,state,,ABSENT,t5,,p06.t5.csv
2008-03-04T14:47:53.432902,I05,PRESENT,state,,PRESENT,t5,,p06.t5.csv
2008-03-04T14:47:55.368384,M17,ON,state,,ON,t5,,p06.t5.csv
2008-03-04T14:47:58.665519,D01,CLOSE,state,,CLOSE,t5,,p06.t5.csv
2008-03-04T14:47:58.911523,M17,OFF,state,,OFF,t5,,p06.t5.csv
2008-03-04T15:07:22.429687,M01,ON,state,,ON,t1,,p07.t1.csv
2008-03-04T15:07:23.682361,M07,ON,state,,ON,t1,,p07.t1.csv
2008-03-04T15:07:23.830322,M08,ON,state,,ON,t1,,p07.t1.csv
2008-03-04T15:07:24.584138,M23,OFF,state,,OFF,t1,,p07.t1.csv
2008-03-04T15:07:24.708156,M09,ON,state,,ON,t1,,p07.t1.csv
2008-03-04T15:07:24.861064,M01,OFF,state,,OFF,t1,,p07.t1.csv
2008-03-04T15:07:25.885797,M14,ON,state,,ON,t1,,p07.t1.csv
2008-03-04T15:07:26.839534,M08,OFF,state,,OFF,t1,,p07.t1.csv
2008-03-04T15:07:26.961553,M07,OFF,state,,OFF,t1,,p07.t1.csv
2008-03-04T15:07:27.856285,M09,OFF,state,,OFF,t1,,p07.t1.csv
2008-03-04T15:07:29.492862,M13,ON,state,,ON,t1,,p07.t1.csv
2008-03-04T15:07:29.692801,I08,ABSENT,state,,ABSENT,t1,,p07.t1.csv
2008-03-04T15:07:30.216665,M13,OFF,state,,OFF,t1,,p07.t1.csv
2008-03-04T15:07:32.468076,M14,OFF,state,,OFF,t1,,p07.t1.csv
2008-03-04T15:07:32.644013,M14,ON,state,,ON,t1,,p07.t1.csv
2008-03-04T15:07:34.255571,M14,OFF,state,,OFF,t1,,p07.t1.csv
2008-03-04T15:07:41.815539,M14,ON,state,,ON,t1,,p07.t1.csv
2008-03-04T15:07:43.323143,M14,OFF,state,,OFF,t1,,p07.t1.csv
2008-03-04T15:07:54.588137,M13,ON,state,,ON,t1,,p07.t1.csv
2008-03-04T15:07:56.519619,M13,OFF,state,,OFF,t1,,p07.t1.csv
2008-03-04T15:08:00.842879,M13,ON,state,,ON,t1,,p07.t1.csv
2008-03-04T15:08:04.128214,M13,OFF,state,,OFF,t1,,p07.t1.csv
2008-03-04T15:08:09.330766,M13,ON,state,,ON,t1,,p07.t1.csv
2008-03-04T15:08:11.103270,M13,OFF,state,,OFF,t1,,p07.t1.csv
2008-03-04T15:08:12.000000,asterisk,START,string,,,t1,,p07.t1.csv
2008-03-04T15:08:20.575554,M14,ON,state,,ON,t1,,p07.t1.csv
2008-03-04T15:08:23.691121,M14,OFF,state,,OFF,t1,,p07.t1.csv
2008-03-04T15:08:29.725576,M13,ON,state,,ON,t1,,p07.t1.csv
2008-03-04T15:08:32.690994,M13,OFF,state,,OFF,t1,,p07.t1.csv
2008-03-04T15:08:59.520860,M13,ON,state,,ON,t1,,p07.t1.csv
2008-03-04T15:09:01.773251,M13,OFF,state,,OFF,t1,,p07.t1.csv
2008-03-04T15:09:20.983806,M14,ON,state,,ON,t1,,p07.t1.csv
2008-03-04T15:09:21.541738,M13,ON,state,,ON,t1,,p07.t1.csv
2008-03-04T15:09:21.990730,M14,OFF,state,,OFF,t1,,p07.t1.csv
2008-03-04T15:09:22.000000,asterisk,END,string,,,t1,,p07.t1.csv
2008-03-04T15:09:25.571286,M13,OFF,state,,OFF,t1,,p07.t1.csv
2008-03-04T15:09:41.961614,M13,ON,state,,ON,t2,,p07.t2.csv
2008-03-04T15:09:42.589478,M14,ON,state,,ON,t2,,p07.t2.csv
2008-03-04T15:09:43.533166,M13,OFF,state,,OFF,t2,,p07.t2.csv
2008-03-04T15:09:45.585633,M14,OFF,state,,OFF,t2,,p07.t2.csv
2008-03-04T15:09:46.339427,M14,ON,state,,ON,t2,,p07.t2.csv
2008-03-04T15:09:46.732320,M13,ON,state,,ON,t2,,p07.t2.csv
2008-03-04T15:09:47.485130,M15,ON,state,,ON,t2,,p07.t2.csv
2008-03-04T15:09:47.907999,M16,ON,state,,ON,t2,,p07.t2.csv
2008-03-04T15:09:48.431884,M13,OFF,state,,OFF,t2,,p07.t2.csv
2008-03-04T15:09:49.243671,M17,ON,state,,ON,t2,,p07.t2.csv
2008-03-04T15:09:50.489380,M14,OFF,state,,OFF,t2,,p07.t2.csv
2008-03-04T15:09:50.967221,M16,OFF,state,,OFF,t2,,p07.t2.csv
2008-03-04T15:09:51.203222,M15,OFF,state,,OFF,t2,,p07.t2.csv
2008-03-04T15:09:52.474840,M17,OFF,state,,OFF,t2,,p07.t2.csv
2008-03-04T15:09:53.156420,AD1-C,0.0429303,numeric,0.0429303,,t2,,p07.t2.csv
2008-03-04T15:10:05.204190,AD1-C,0.26102,numeric,0.26102,,t2,,p07.t2.csv
2008-03-04T15:10:06.890964,M17,ON,state,,ON,t2,,p07.t2.csv
2008-03-04T15:10:08.362300,AD1-C,0.109533,numeric,0.109533,,t2,,p07.t2.csv
2008-03-04T15:10:10.390027,M17,OFF,state,,OFF,t2,,p07.t2.csv
2008-03-04T15:10:11.687671,M17,ON,state,,ON,t2,,p07.t2.csv
2008-03-04T15:10:13.365228,M17,OFF,state,,OFF,t2,,p07.t2.csv
2008-03-04T15:10:13.711133,M18,ON,state,,ON,t2,,p07.t2.csv
2008-03-04T15:10:14.514947,M17,ON,state,,ON,t2,,p07.t2.csv
2008-03-04T15:10:16.500734,M17,OFF,state,,OFF,t2,,p07.t2.csv
2008-03-04T15:10:16.957765,M17,ON,state,,ON,t2,,p07.t2.csv
2008-03-04T15:10:19.255007,M17,OFF,state,,OFF,t2,,p07.t2.csv
2008-03-04T15:10:38.468907,M17,ON,state,,ON,t3,,p07.t3.csv
2008-03-04T15:10:39.640940,D01,OPEN,state,,OPEN,t3,,p07.t3.csv
2008-03-04T15:10:41.865144,I02,ABSENT,state,,ABSENT,t3,,p07.t3.csv
2008-03-04T15:10:43.919353,M17,OFF,state,,OFF,t3,,p07.t3.csv
2008-03-04T15:10:44.561409,I01,ABSENT,state,,ABSENT,t3,,p07.t3.csv
2008-03-04T15:10:46.497272,I03,ABSENT,state,,ABSENT,t3,,p07.t3.csv
2008-03-04T15:10:50.514236,I05,ABSENT,state,,ABSENT,t3,,p07.t3.csv
2008-03-04T15:10:51.779887,M17,ON,state,,ON,t3,,p07.t3.csv
2008-03-04T15:10:53.477464,M17,OFF,state,,OFF,t3,,p07.t3.csv
2008-03-04T15:10:55.618862,I04,ABSENT,state,,ABSENT,t3,,p07.t3.csv
2008-03-04T15:10:56.552625,M17,ON,state,,ON,t3,,p07.t3.csv
2008-03-04T15:10:58.704053,M17,OFF,state,,OFF,t3,,p07.t3.csv
2008-03-04T15:10:59.527833,D01,CLOSE,state,,CLOSE,t3,,p07.t3.csv
2008-03-04T15:11:02.483053,M17,ON,state,,ON,t3,,p07.t3.csv
2008-03-04T15:11:05.524324,AD1-B,0.0376178,numeric,0.0376178,,t3,,p07.t3.csv
2008-03-04T15:11:08.106090,AD1-B,0.13215,numeric,0.13215,,t3,,p07.t3.csv
2008-03-04T15:11:08.525545,M17,OFF,state,,OFF,t3,,p07.t3.csv
2008-03-04T15:11:11.138000,AD1-B,0.309028,numeric,0.309028,,t3,,p07.t3.csv
2008-03-04T15:11:14.129710,AD1-B,0.0887514,numeric,0.0887514,,t3,,p07.t3.csv
2008-03-04T15:11:15.102732,M17,ON,state,,ON,t3,,p07.t3.csv
2008-03-04T15:11:16.477361,I07,ABSENT,state,,ABSENT,t3,,p07.t3.csv
2008-03-04T15:11:22.353806,M17,OFF,state,,OFF,t3,,p07.t3.csv
2008-03-04T15:11:29.900600,AD1-A,2.84293,numeric,2.84293,,t3,,p07.t3.csv
2008-03-04T15:11:32.677000,AD1-A,2.99341,numeric,2.99341,,t3,,p07.t3.csv
2008-03-04T15:11:35.129470,AD1-A,3.07888,numeric,3.07888,,t3,,p07.t3.csv
2008-03-04T15:11:38.599432,M17,ON,state,,ON,t3,,p07.t3.csv
2008-03-04T15:11:39.695367,M17,OFF,state,,OFF,t3,,p07.t3.csv
2008-03-04T15:11:41.890000,AD1-A,3.15255,numeric,3.15255,,t3,,p07.t3.csv
2008-03-04T15:11:50.250190,AD1-A,3.2345,numeric,3.2345,,t3,,p07.t3.csv
2008-03-04T15:12:18.895658,M17,ON,state,,ON,t3,,p07.t3.csv
2008-03-04T15:12:21.948856,M17,OFF,state,,OFF,t3,,p07.t3.csv
2008-03-04T15:12:29.512857,M17,ON,state,,ON,t3,,p07.t3.csv
2008-03-04T15:12:31.508381,M17,OFF,state,,OFF,t3,,p07.t3.csv
2008-03-04T15:12:32.511434,M17,ON,state,,ON,t3,,p07.t3.csv
2008-03-04T15:12:33.635515,M17,OFF,state,,OFF,t3,,p07.t3.csv
2008-03-04T15:12:35.673726,M17,ON,state,,ON,t3,,p07.t3.csv
2008-03-04T15:12:40.417559,M17,OFF,state,,OFF,t3,,p07.t3.csv
2008-03-04T15:12:45.874611,M17,ON,state,,ON,t3,,p07.t3.csv
2008-03-04T15:12:48.549369,M17,OFF,state,,OFF,t3,,p07.t3.csv
2008-03-04T15:12:50.451925,M17,ON,state,,ON,t3,,p07.t3.csv
2008-03-04T15:13:00.347396,M17,OFF,state,,OFF,t3,,p07.t3.csv
2008-03-04T15:13:09.976150,M17,ON,state,,ON,t3,,p07.t3.csv
2008-03-04T15:13:14.468216,M17,OFF,state,,OFF,t3,,p07.t3.csv
2008-03-04T15:14:02.433719,M17,ON,state,,ON,t3,,p07.t3.csv
2008-03-04T15:14:03.369775,M17,OFF,state,,OFF,t3,,p07.t3.csv
2008-03-04T15:14:04.547860,M17,ON,state,,ON,t3,,p07.t3.csv
2008-03-04T15:14:06.740210,M17,OFF,state,,OFF,t3,,p07.t3.csv
2008-03-04T15:14:20.503449,M17,ON,state,,ON,t3,,p07.t3.csv
2008-03-04T15:14:23.117210,AD1-A,3.29536,numeric,3.29536,,t3,,p07.t3.csv
2008-03-04T15:14:24.506377,M17,OFF,state,,OFF,t3,,p07.t3.csv
2008-03-04T15:14:26.909743,M17,ON,state,,ON,t3,,p07.t3.csv
2008-03-04T15:14:26.934000,AD1-A,3.13528,numeric,3.13528,,t3,,p07.t3.csv
2008-03-04T15:14:28.945196,M17,OFF,state,,OFF,t3,,p07.t3.csv
2008-03-04T15:14:29.781980,AD1-A,3.04887,numeric,3.04887,,t3,,p07.t3.csv
2008-03-04T15:14:32.173320,AD1-A,2.99559,numeric,2.99559,,t3,,p07.t3.csv
2008-03-04T15:14:50.244480,AD1-A,2.94356,numeric,2.94356,,t3,,p07.t3.csv
2008-03-04T15:15:32.193620,AD1-A,3.01262,numeric,3.01262,,t3,,p07.t3.csv
2008-03-04T15:15:35.185460,AD1-A,3.09083,numeric,3.09083,,t3,,p07.t3.csv
2008-03-04T15:15:38.819549,M17,ON,state,,ON,t3,,p07.t3.csv
2008-03-04T15:15:41.159350,AD1-A,3.02372,numeric,3.02372,,t3,,p07.t3.csv
2008-03-04T15:15:42.758522,M17,OFF,state,,OFF,t3,,p07.t3.csv
2008-03-04T15:15:45.215860,M17,ON,state,,ON,t3,,p07.t3.csv
2008-03-04T15:15:47.153380,AD1-A,2.92911,numeric,2.92911,,t3,,p07.t3.csv
2008-03-04T15:15:50.728420,M17,OFF,state,,OFF,t3,,p07.t3.csv
2008-03-04T15:16:05.613100,AD1-A,2.87043,numeric,2.87043,,t3,,p07.t3.csv
2008-03-04T15:16:24.227980,M17,ON,state,,ON,t3,,p07.t3.csv
2008-03-04T15:16:27.713637,M17,OFF,state,,OFF,t3,,p07.t3.csv
2008-03-04T15:16:31.630565,M17,ON,state,,ON,t3,,p07.t3.csv
2008-03-04T15:16:33.214128,M17,OFF,state,,OFF,t3,,p07.t3.csv
2008-03-04T15:17:10.303694,M17,ON,state,,ON,t4,,p07.t4.csv
2008-03-04T15:17:14.267580,AD1-C,0.0360943,numeric,0.0360943,,t4,,p07.t4.csv
2008-03-04T15:17:17.104300,AD1-C,0.360005,numeric,0.360005,,t4,,p07.t4.csv
2008-03-04T15:17:17.849030,M17,OFF,state,,OFF,t4,,p07.t4.csv
2008-03-04T15:17:20.882000,AD1-C,0.505437,numeric,0.505437,,t4,,p07.t4.csv
2008-03-04T15:17:21.879478,M17,ON,state,,ON,t4,,p07.t4.csv
2008-03-04T15:17:23.201330,AD1-C,0.392233,numeric,0.392233,,t4,,p07.t4.csv
2008-03-04T15:17:23.818994,D01,OPEN,state,,OPEN,t4,,p07.t4.csv
2008-03-04T15:17:27.146331,D01,CLOSE,state,,CLOSE,t4,,p07.t4.csv
2008-03-04T15:17:29.462574,M17,ON,state,,ON,t4,,p07.t4.csv
2008-03-04T15:17:34.620673,M16,ON,state,,ON,t4,,p07.t4.csv
2008-03-04T15:17:35.430496,M15,ON,state,,ON,t4,,p07.t4.csv
2008-03-04T15:17:35.954360,M14,ON,state,,ON,t4,,p07.t4.csv
2008-03-04T15:17:37.744897,M13,ON,state,,ON,t4,,p07.t4.csv
2008-03-04T15:17:39.254468,M17,OFF,state,,OFF,t4,,p07.t4.csv
2008-03-04T15:17:39.381501,M16,OFF,state,,OFF,t4,,p07.t4.csv
2008-03-04T15:17:39.537390,M16,ON,state,,ON,t4,,p07.t4.csv
2008-03-04T15:17:40.325186,M15,OFF,state,,OFF,t4,,p07.t4.csv
2008-03-04T15:17:40.633105,M16,OFF,state,,OFF,t4,,p07.t4.csv
2008-03-04T15:17:42.513591,M13,OFF,state,,OFF,t4,,p07.t4.csv
2008-03-04T15:17:48.343047,M13,ON,state,,ON,t4,,p07.t4.csv
2008-03-04T15:17:51.234288,M14,OFF,state,,OFF,t4,,p07.t4.csv
2008-03-04T15:17:51.234288,M14,OFF,state,,OFF,t4,,p07.t4.csv
2008-03-04T15:17:52.274995,M13,OFF,state,,OFF,t4,,p07.t4.csv
2008-03-04T15:18:13.773053,M14,ON,state,,ON,t4,,p07.t4.csv
2008-03-04T15:18:14.778166,M14,OFF,state,,OFF,t4,,p07.t4.csv
2008-03-04T15:18:22.869421,M14,ON,state,,ON,t4,,p07.t4.csv
2008-03-04T15:18:23.892140,M14,OFF,state,,OFF,t4,,p07.t4.csv
2008-03-04T15:18:52.283021,M14,ON,state,,ON,t5,,p07.t5.csv
2008-03-04T15:19:04.785643,M15,ON,state,,ON,t5,,p07.t5.csv
2008-03-04T15:19:05.516468,M16,ON,state,,ON,t5,,p07.t5.csv
2008-03-04T15:19:06.260245,M17,ON,state,,ON,t5,,p07.t5.csv
2008-03-04T15:19:08.147780,M14,OFF,state,,OFF,t5,,p07.t5.csv
2008-03-04T15:19:08.620683,M15,OFF,state,,OFF,t5,,p07.t5.csv
2008-03-04T15:19:08.755633,M16,OFF,state,,OFF,t5,,p07.t5.csv
2008-03-04T15:19:16.500499,M17,OFF,state,,OFF,t5,,p07.t5.csv
2008-03-04T15:19:17.498255,M17,ON,state,,ON,t5,,p07.t5.csv
2008-03-04T15:19:24.899247,M17,ON,state,,ON,t5,,p07.t5.csv
2008-03-04T15:19:26.844310,M17,OFF,state,,OFF,t5,,p07.t5.csv
2008-03-04T15:19:36.623452,M17,ON,state,,ON,t5,,p07.t5.csv
2008-03-04T15:19:38.170870,AD1-C,0.060665,numeric,0.060665,,t5,,p07.t5.csv
2008-03-04T15:19:38.462078,M17,OFF,state,,OFF,t5,,p07.t5.csv
2008-03-04T15:19:41.300000,AD1-B,0.0369146,numeric,0.0369146,,t5,,p07.t5.csv
2008-03-04T15:19:41.300000,AD1-C,0.172073,numeric,0.172073,,t5,,p07.t5.csv
2008-03-04T15:19:47.379000,AD1-B,0.413561,numeric,0.413561,,t5,,p07.t5.csv
2008-03-04T15:19:59.231330,AD1-B,0.510008,numeric,0.510008,,t5,,p07.t5.csv
2008-03-04T15:20:02.223370,AD1-B,0.454382,numeric,0.454382,,t5,,p07.t5.csv
2008-03-04T15:20:02.223370,AD1-C,0.0823059,numeric,0.0823059,,t5,,p07.t5.csv
2008-03-04T15:20:05.215260,AD1-C,0.174143,numeric,0.174143,,t5,,p07.t5.csv
2008-03-04T15:20:08.207080,AD1-B,0.21766,numeric,0.21766,,t5,,p07.t5.csv
2008-03-04T15:20:23.577601,M17,ON,state,,ON,t5,,p07.t5.csv
2008-03-04T15:20:28.620669,M17,OFF,state,,OFF,t5,,p07.t5.csv
2008-03-04T15:20:47.126740,AD1-C,0.0447663,numeric,0.0447663,,t5,,p07.t5.csv
2008-03-04T15:20:53.120200,AD1-B,0.307388,numeric,0.307388,,t5,,p07.t5.csv
2008-03-04T15:20:59.107000,AD1-C,0.202152,numeric,0.202152,,t5,,p07.t5.csv
2008-03-04T15:20:59.107000,AD1-B,0.358365,numeric,0.358365,,t5,,p07.t5.csv
2008-03-04T15:21:05.175050,AD1-B,0.306489,numeric,0.306489,,t5,,p07.t5.csv
2008-03-04T15:21:11.229840,AD1-B,0.36149,numeric,0.36149,,t5,,p07.t5.csv
2008-03-04T15:21:14.201670,AD1-C,0.26602,numeric,0.26602,,t5,,p07.t5.csv
2008-03-04T15:21:14.201670,AD1-B,0.309106,numeric,0.309106,,t5,,p07.t5.csv
2008-03-04T15:21:17.213690,AD1-B,0.18344,numeric,0.18344,,t5,,p07.t5.csv
2008-03-04T15:21:17.213690,AD1-C,0.100705,numeric,0.100705,,t5,,p07.t5.csv
2008-03-04T15:21:32.133420,AD1-C,0.0370709,numeric,0.0370709,,t5,,p07.t5.csv
2008-03-04T15:21:32.133420,AD1-B,0.0382818,numeric,0.0382818,,t5,,p07.t5.csv
2008-03-04T15:21:35.145460,AD1-B,0.126916,numeric,0.126916,,t5,,p07.t5.csv
2008-03-04T15:21:35.145460,AD1-C,0.151565,numeric,0.151565,,t5,,p07.t5.csv
2008-03-04T15:21:38.226640,AD1-C,0.329028,numeric,0.329028,,t5,,p07.t5.csv
2008-03-04T15:21:41.109670,AD1-B,0.278442,numeric,0.278442,,t5,,p07.t5.csv
2008-03-04T15:21:41.109670,AD1-C,0.209769,numeric,0.209769,,t5,,p07.t5.csv
2008-03-04T15:22:02.149770,AD1-B,0.192073,numeric,0.192073,,t5,,p07.t5.csv
2008-03-04T15:22:02.149770,AD1-C,0.129104,numeric,0.129104,,t5,,p07.t5.csv
2008-03-04T15:22:05.151930,AD1-B,0.0842982,numeric,0.0842982,,t5,,p07.t5.csv
2008-03-04T15:22:23.107070,AD1-B,0.0337896,numeric,0.0337896,,t5,,p07.t5.csv
2008-03-04T15:22:23.107070,AD1-C,0.0617197,numeric,0.0617197,,t5,,p07.t5.csv
2008-03-04T15:22:26.991100,AD1-C,0.270395,numeric,0.270395,,t5,,p07.t5.csv
2008-03-04T15:22:29.911500,AD1-B,0.17887,numeric,0.17887,,t5,,p07.t5.csv
2008-03-04T15:22:32.831800,AD1-B,0.0933217,numeric,0.0933217,,t5,,p07.t5.csv
2008-03-04T15:22:35.752800,AD1-C,0.201409,numeric,0.201409,,t5,,p07.t5.csv
2008-03-04T15:22:35.752800,AD1-B,0.225003,numeric,0.225003,,t5,,p07.t5.csv
2008-03-04T15:22:41.591400,AD1-C,0.127463,numeric,0.127463,,t5,,p07.t5.csv
2008-03-04T15:22:41.591400,AD1-B,0.163987,numeric,0.163987,,t5,,p07.t5.csv
2008-03-04T15:23:05.138050,AD1-B,0.0827356,numeric,0.0827356,,t5,,p07.t5.csv
2008-03-04T15:23:23.216440,AD1-B,0.0322661,numeric,0.0322661,,t5,,p07.t5.csv
2008-03-04T15:23:23.216440,AD1-C,0.0596103,numeric,0.0596103,,t5,,p07.t5.csv
2008-03-04T15:23:29.200290,AD1-C,0.166526,numeric,0.166526,,t5,,p07.t5.csv
2008-03-04T15:23:47.321600,AD1-B,0.164924,numeric,0.164924,,t5,,p07.t5.csv
2008-03-04T15:23:47.321600,AD1-C,0.107736,numeric,0.107736,,t5,,p07.t5.csv
2008-03-04T15:24:05.161540,AD1-B,0.0374224,numeric,0.0374224,,t5,,p07.t5.csv
2008-03-04T15:24:05.161540,AD1-C,0.0373834,numeric,0.0373834,,t5,,p07.t5.csv
2008-03-04T15:24:11.252340,AD1-B,0.206566,numeric,0.206566,,t5,,p07.t5.csv
2008-03-04T15:24:11.252340,AD1-C,0.0986343,numeric,0.0986343,,t5,,p07.t5.csv
2008-03-04T15:24:14.443000,AD1-C,0.192581,numeric,0.192581,,t5,,p07.t5.csv
2008-03-04T15:24:14.443000,AD1-B,0.304262,numeric,0.304262,,t5,,p07.t5.csv
2008-03-04T15:24:17.459100,AD1-B,0.176253,numeric,0.176253,,t5,,p07.t5.csv
2008-03-04T15:24:35.147200,AD1-C,0.0393756,numeric,0.0393756,,t5,,p07.t5.csv
2008-03-04T15:24:35.147200,AD1-B,0.0387506,numeric,0.0387506,,t5,,p07.t5.csv
2008-03-04T15:24:38.661000,AD1-C,0.111369,numeric,0.111369,,t5,,p07.t5.csv
2008-03-04T15:24:38.661000,AD1-B,0.235511,numeric,0.235511,,t5,,p07.t5.csv
2008-03-04T15:24:56.218340,AD1-B,0.0657432,numeric,0.0657432,,t5,,p07.t5.csv
2008-03-04T15:24:59.210600,AD1-B,0.19469,numeric,0.19469,,t5,,p07.t5.csv
2008-03-04T15:25:02.131900,AD1-C,0.0382037,numeric,0.0382037,,t5,,p07.t5.csv
2008-03-04T15:25:05.235030,AD1-B,0.279653,numeric,0.279653,,t5,,p07.t5.csv
2008-03-04T15:25:05.235030,AD1-C,0.102619,numeric,0.102619,,t5,,p07.t5.csv
2008-03-04T15:25:08.252370,AD1-B,0.225902,numeric,0.225902,,t5,,p07.t5.csv
2008-03-04T15:25:23.112510,AD1-B,0.0364849,numeric,0.0364849,,t5,,p07.t5.csv
2008-03-04T15:25:28.558820,M17,ON,state,,ON,t5,,p07.t5.csv
2008-03-04T15:25:29.217420,AD1-B,0.202698,numeric,0.202698,,t5,,p07.t5.csv
2008-03-04T15:25:32.454231,M17,OFF,state,,OFF,t5,,p07.t5.csv
2008-03-04T15:25:33.529929,M17,ON,state,,ON,t5,,p07.t5.csv
2008-03-04T15:25:35.466427,M18,ON,state,,ON,t5,,p07.t5.csv
2008-03-04T15:25:38.669539,D01,OPEN,state,,OPEN,t5,,p07.t5.csv
2008-03-04T15:25:42.365566,M18,OFF,state,,OFF,t5,,p07.t5.csv
2008-03-04T15:25:43.739231,I06,PRESENT,state,,PRESENT,t5,,p07.t5.csv
2008-03-04T15:25:45.366756,M17,OFF,state,,OFF,t5,,p07.t5.csv
2008-03-04T15:25:45.782655,I04,PRESENT,state,,PRESENT,t5,,p07.t5.csv
2008-03-04T15:25:47.673139,I05,PRESENT,state,,PRESENT,t5,,p07.t5.csv
2008-03-04T15:25:47.948128,I05,ABSENT,state,,ABSENT,t5,,p07.t5.csv
2008-03-04T15:25:49.717598,M17,ON,state,,ON,t5,,p07.t5.csv
2008-03-04T15:25:54.344339,D01,CLOSE,state,,CLOSE,t5,,p07.t5.csv
2008-03-04T15:25:54.664248,M18,ON,state,,ON,t5,,p07.t5.csv
2008-03-04T15:25:57.787413,M17,OFF,state,,OFF,t5,,p07.t5.csv
2008-03-04T15:25:59.403700,AD1-B,0.0592978,numeric,0.0592978,,t5,,p07.t5.csv
2008-03-04T15:25:59.500971,M18,OFF,state,,OFF,t5,,p07.t5.csv
2008-03-04T15:26:02.252340,AD1-B,0.143518,numeric,0.143518,,t5,,p07.t5.csv
2008-03-04T15:26:07.150110,M17,ON,state,,ON,t5,,p07.t5.csv
2008-03-04T16:12:51.650273,M23,ON,state,,ON,t1,,p08.t1.csv
2008-03-04T16:12:51.975182,M01,ON,state,,ON,t1,,p08.t1.csv
2008-03-04T16:12:53.897744,M07,ON,state,,ON,t1,,p08.t1.csv
2008-03-04T16:12:54.170663,M08,ON,state,,ON,t1,,p08.t1.csv
2008-03-04T16:12:55.165396,M09,ON,state,,ON,t1,,p08.t1.csv
2008-03-04T16:12:55.939176,M14,ON,state,,ON,t1,,p08.t1.csv
2008-03-04T16:12:56.510034,M23,OFF,state,,OFF,t1,,p08.t1.csv
2008-03-04T16:12:56.950897,M01,OFF,state,,OFF,t1,,p08.t1.csv
2008-03-04T16:12:57.598724,M07,OFF,state,,OFF,t1,,p08.t1.csv
2008-03-04T16:12:57.822686,M08,OFF,state,,OFF,t1,,p08.t1.csv
2008-03-04T16:12:58.658755,M09,OFF,state,,OFF,t1,,p08.t1.csv
2008-03-04T16:12:58.878811,M13,ON,state,,ON,t1,,p08.t1.csv
2008-03-04T16:12:59.448835,I08,ABSENT,state,,ABSENT,t1,,p08.t1.csv
2008-03-04T16:12:59.885853,M14,OFF,state,,OFF,t1,,p08.t1.csv
2008-03-04T16:13:00.404886,M14,ON,state,,ON,t1,,p08.t1.csv
2008-03-04T16:13:02.585116,M13,OFF,state,,OFF,t1,,p08.t1.csv
2008-03-04T16:13:02.757125,M14,OFF,state,,OFF,t1,,p08.t1.csv
2008-03-04T16:13:02.926196,M13,ON,state,,ON,t1,,p08.t1.csv
2008-03-04T16:13:04.232280,M14,ON,state,,ON,t1,,p08.t1.csv
2008-03-04T16:13:05.465176,M13,OFF,state,,OFF,t1,,p08.t1.csv
2008-03-04T16:13:06.878924,M14,ON,state,,ON,t1,,p08.t1.csv
2008-03-04T16:13:07.368782,M13,ON,state,,ON,t1,,p08.t1.csv
2008-03-04T16:13:08.448532,M13,OFF,state,,OFF,t1,,p08.t1.csv
2008-03-04T16:13:09.223590,M14,OFF,state,,OFF,t1,,p08.t1.csv
2008-03-04T16:13:09.524227,M14,ON,state,,ON,t1,,p08.t1.csv
2008-03-04T16:13:11.480728,M14,OFF,state,,OFF,t1,,p08.t1.csv
2008-03-04T16:13:19.673453,M14,ON,state,,ON,t1,,p08.t1.csv
2008-03-04T16:13:21.612921,M14,OFF,state,,OFF,t1,,p08.t1.csv
2008-03-04T16:13:31.303450,M14,ON,state,,ON,t1,,p08.t1.csv
2008-03-04T16:13:33.709610,M14,OFF,state,,OFF,t1,,p08.t1.csv
2008-03-04T16:13:34.113517,M14,ON,state,,ON,t1,,p08.t1.csv
2008-03-04T16:13:35.753059,M14,OFF,state,,OFF,t1,,p08.t1.csv
2008-03-04T16:13:39.172130,M14,ON,state,,ON,t1,,p08.t1.csv
2008-03-04T16:13:41.529529,M14,OFF,state,,OFF,t1,,p08.t1.csv
